fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
0.27678571428571425,0.4049586776859504,0.36708860759493667,0.04794520547945206,0.17028380634390652,0.11267605633802817,0.0812720848056537,0.5381791483113044,0.3478260869565217,0.7391304347826088,0.10769230769230759,0
0.37500000000000006,0.4132231404958678,0.22784810126582278,0.19863013698630136,0.2737896494156928,0.7183098591549296,0.4911660777385159,0.6262848751835579,0.2608695652173916,0.31677018633540377,0.12307692307692292,0
0.37500000000000006,0.4132231404958678,0.24050632911392406,0.20547945205479454,0.2637729549248748,0.704225352112676,0.5017667844522968,0.6262848751835579,0.2695652173913044,0.3478260869565218,0.12307692307692292,0
0.3392857142857143,0.13223140495867772,0.7088607594936709,0.06164383561643836,0.13355592654424042,0.4788732394366197,0.34275618374558303,0.5014684287812056,0.38260869565217387,0.23602484472049692,0.32307692307692304,2
0.30357142857142855,0.3636363636363637,0.35443037974683544,0.0547945205479452,0.5943238731218697,0.2112676056338028,0.17667844522968199,0.49412628487518584,0.2173913043478261,0.5652173913043479,0.13846153846153852,0
0.28571428571428575,0.1652892561983471,0.6455696202531646,0.06164383561643836,0.5492487479131887,0.22535211267605634,0.17667844522968199,0.5014684287812056,0.15652173913043493,0.44099378881987583,0.12307692307692292,1
0.37500000000000006,0.08264462809917356,0.6075949367088607,0.06164383561643836,0.10851419031719534,0.39436619718309857,0.19081272084805653,0.49412628487518584,0.46086956521739153,0.09937888198757766,0.15384615384615385,1
0.2589285714285714,0.22314049586776863,0.3924050632911392,0.0958904109589041,0.1168614357262102,0.30985915492957744,0.22968197879858657,0.5969162995594707,0.573913043478261,0.1739130434782609,0.19999999999999984,0
0.28571428571428575,0.256198347107438,0.26582278481012656,0.04794520547945206,0.15692821368948248,0.1267605633802817,0.10954063604240283,0.4794419970631463,0.2695652173913044,0.33540372670807456,0.16923076923076918,0
0.3392857142857143,0.30578512396694213,0.13924050632911392,0.0958904109589041,0.12020033388981638,0.11267605633802817,0.21554770318021202,0.49412628487518584,0.2695652173913044,0.09937888198757766,0.15384615384615385,0
0.19642857142857145,0.23140495867768598,0.17721518987341772,0.10273972602739727,0.12186978297161939,0.28169014084507044,0.12014134275618374,0.49412628487518584,0.4956521739130438,0.1614906832298137,0.19999999999999984,1
0.14285714285714282,0.22314049586776863,0.20253164556962025,0.034246575342465745,0.11352253756260436,0.14084507042253522,0.06007067137809187,0.3986784140969207,0.4173913043478261,0.11801242236024849,0.13846153846153852,0
0.2589285714285714,0.23966942148760328,0.30379746835443033,0.06164383561643836,0.11352253756260436,0.04225352112676056,0.0176678445229682,0.45007342143905904,0.36521739130434777,0.13664596273291924,0.16923076923076918,0
0.28571428571428575,0.256198347107438,0.26582278481012656,0.04794520547945206,0.15692821368948248,0.1267605633802817,0.10954063604240283,0.4794419970631463,0.2695652173913044,0.33540372670807456,0.16923076923076918,0
0.21428571428571425,0.48760330578512395,0.0,0.0684931506849315,0.11352253756260436,0.18309859154929578,0.10247349823321555,0.5234948604992649,0.5304347826086959,0.11180124223602489,0.15384615384615385,0
0.27678571428571425,0.4338842975206612,0.0,0.07534246575342467,0.1168614357262102,0.09859154929577464,0.0353356890459364,0.4647577092510986,0.4521739130434783,0.13664596273291924,0.21538461538461545,1
0.17857142857142858,0.45867768595041325,0.08860759493670886,0.10273972602739727,0.1285475792988314,0.22535211267605634,0.26855123674911663,0.42070484581497997,0.42608695652173934,0.10559006211180127,0.26153846153846144,0
0.19642857142857145,0.46694214876033063,0.0,0.10958904109589042,0.15525876460767948,0.29577464788732394,0.10954063604240283,0.4794419970631463,0.5217391304347827,0.12422360248447203,0.33846153846153837,1
0.3214285714285715,0.44214876033057854,0.15189873417721517,0.0958904109589041,0.11853088480801337,0.19718309859154928,0.37809187279151946,0.4794419970631463,0.2695652173913044,0.1801242236024845,0.21538461538461545,0
0.19642857142857145,0.40082644628099173,0.15189873417721517,0.6712328767123287,0.1018363939899833,0.5492957746478874,0.27208480565371024,0.6776798825256963,0.5130434782608698,0.09316770186335406,0.15384615384615385,1
0.044642857142857144,0.1652892561983471,0.3164556962025316,0.06164383561643836,0.15191986644407346,0.16901408450704225,0.15547703180212014,0.41336270190896024,0.4521739130434783,0.11180124223602489,0.12307692307692292,0
0.27678571428571425,0.4338842975206612,0.0,0.3150684931506849,0.12353923205342236,0.056338028169014086,0.04240282685512368,0.6262848751835579,0.4695652173913044,0.11180124223602489,0.18461538461538451,1
0.27678571428571425,0.39669421487603307,0.17721518987341772,0.10273972602739727,0.12353923205342236,0.028169014084507043,0.03180212014134275,0.5455212922173324,0.4869565217391305,0.14285714285714285,0.3692307692307693,1
0.30357142857142855,0.21487603305785125,0.35443037974683544,0.08219178082191782,0.09015025041736228,0.16901408450704225,0.08480565371024736,0.49412628487518584,0.32173913043478275,0.2236024844720497,0.19999999999999984,2
0.23214285714285712,0.27272727272727276,0.45569620253164556,0.3424657534246575,0.10350584307178631,0.15492957746478872,0.2862190812720848,0.5675477239353917,0.40869565217391324,0.2857142857142857,0.32307692307692304,0
0.23214285714285712,0.27272727272727276,0.45569620253164556,0.3424657534246575,0.10350584307178631,0.15492957746478872,0.2862190812720848,0.5675477239353917,0.40869565217391324,0.2857142857142857,0.32307692307692304,0
0.25,0.30578512396694213,0.25316455696202533,0.11643835616438358,0.5342237061769617,0.09859154929577464,0.028268551236749116,0.49412628487518584,0.3043478260869566,0.329192546583851,0.32307692307692304,1
0.30357142857142855,0.44628099173553726,0.27848101265822783,0.08904109589041098,0.09515859766277131,0.11267605633802817,0.06007067137809187,0.49412628487518584,0.38260869565217387,0.515527950310559,0.2923076923076924,0
0.18749999999999997,0.4545454545454546,0.02531645569620253,0.06164383561643836,0.0634390651085142,0.056338028169014086,0.0176678445229682,0.45007342143905904,0.5391304347826088,0.09316770186335406,0.16923076923076918,0
0.26785714285714285,0.6735537190082646,0.5443037974683544,0.08904109589041098,0.17028380634390652,0.29577464788732394,0.38162544169611307,0.5088105726872254,0.33913043478260885,0.2236024844720497,0.12307692307692292,0
0.3571428571428571,0.14049586776859505,0.6582278481012658,0.04794520547945206,0.16861435726210353,0.15492957746478872,0.10954063604240283,0.5014684287812056,0.33913043478260885,0.13043478260869565,0.16923076923076918,0
0.1517857142857143,0.23140495867768598,0.2911392405063291,0.04794520547945206,0.09015025041736228,0.056338028169014086,0.02120141342756184,0.42070484581497997,0.4173913043478261,0.11801242236024849,0.12307692307692292,0
0.08035714285714282,0.15702479338842976,0.46835443037974683,0.034246575342465745,0.10350584307178631,0.15492957746478872,0.31802120141342755,0.3913362701908928,0.4,0.13043478260869565,0.12307692307692292,0
0.36607142857142866,0.44628099173553726,0.3291139240506329,0.0547945205479452,0.10350584307178631,0.04225352112676056,0.06007067137809187,0.5161527165932451,0.2521739130434783,0.2298136645962733,0.12307692307692292,0
0.1696428571428571,0.3305785123966942,0.05063291139240506,0.08904109589041098,0.09515859766277131,0.09859154929577464,0.03180212014134275,0.40602055800294046,0.4695652173913044,0.1614906832298137,0.15384615384615385,1
0.1696428571428571,0.3140495867768595,0.05063291139240506,0.08219178082191782,0.0934891485809683,0.07042253521126761,0.028268551236749116,0.3986784140969207,0.46086956521739153,0.16770186335403728,0.15384615384615385,1
0.3482142857142857,0.21487603305785125,0.45569620253164556,0.14383561643835618,0.11519198664440736,0.4084507042253521,0.3992932862190813,0.5088105726872254,0.29565217391304377,0.11801242236024849,0.15384615384615385,0
0.2589285714285714,0.3223140495867769,0.18987341772151897,0.13013698630136986,0.1636060100166945,0.4507042253521127,0.23674911660777384,0.3986784140969207,0.2695652173913044,0.1614906832298137,0.27692307692307677,1
0.26785714285714285,0.4132231404958678,0.05063291139240506,0.19863013698630136,0.12020033388981638,0.3380281690140845,0.13780918727915195,0.5675477239353917,0.4173913043478261,0.09937888198757766,0.16923076923076918,0
0.49107142857142855,0.24793388429752067,0.7215189873417721,0.17123287671232876,0.0968280467445743,0.04225352112676056,0.014134275618374558,0.5161527165932451,0.15652173913043493,0.1614906832298137,0.18461538461538451,0
0.25,0.42148760330578516,0.15189873417721517,0.2876712328767123,0.1652754590984975,0.6901408450704225,0.3674911660777385,0.6042584434654905,0.3478260869565217,0.24844720496894412,0.15384615384615385,0
0.27678571428571425,0.3884297520661157,0.22784810126582278,0.0958904109589041,0.10684474123539232,0.22535211267605634,0.1696113074204947,0.5455212922173324,0.4956521739130438,0.13664596273291924,0.2461538461538461,0
0.23214285714285712,0.22314049586776863,0.3924050632911392,0.10273972602739727,0.10350584307178631,0.11267605633802817,0.1413427561837456,0.45007342143905904,0.4782608695652177,0.10559006211180127,0.15384615384615385,1
0.36607142857142866,0.23140495867768598,0.5063291139240507,0.08904109589041098,0.11185308848080135,0.2535211267605634,0.1625441696113074,0.5822320117474312,0.5043478260869566,0.16770186335403728,0.12307692307692292,0
0.26785714285714285,0.47107438016528924,0.620253164556962,0.06164383561643836,0.17195325542570952,0.2676056338028169,0.3745583038869258,0.49412628487518584,0.3043478260869566,0.2111801242236025,0.13846153846153852,0
0.25,0.3305785123966942,0.20253164556962025,0.0684931506849315,0.12186978297161939,0.15492957746478872,0.10247349823321555,0.49412628487518584,0.4521739130434783,0.15527950310559008,0.16923076923076918,2
0.20535714285714285,0.5082644628099173,0.06329113924050633,0.07534246575342467,0.11519198664440736,0.16901408450704225,0.1696113074204947,0.4794419970631463,0.46086956521739153,0.12422360248447203,0.21538461538461545,0
0.22321428571428573,0.5,0.06329113924050633,0.2568493150684932,0.12353923205342236,0.04225352112676056,0.0176678445229682,0.45007342143905904,0.4782608695652177,0.012422360248447216,0.38461538461538464,0
0.22321428571428573,0.5,0.06329113924050633,0.2568493150684932,0.12353923205342236,0.04225352112676056,0.0176678445229682,0.45007342143905904,0.4782608695652177,0.012422360248447216,0.38461538461538464,0
0.25,0.3305785123966942,0.13924050632911392,0.0410958904109589,0.11185308848080135,0.14084507042253522,0.1166077738515901,0.49412628487518584,0.4869565217391305,0.13043478260869565,0.18461538461538451,0
0.1696428571428571,0.4834710743801653,0.08860759493670886,0.04794520547945206,0.10684474123539232,0.07042253521126761,0.03180212014134275,0.45007342143905904,0.5043478260869566,0.13043478260869565,0.3538461538461537,0
0.4107142857142858,0.1652892561983471,0.7215189873417721,0.07534246575342467,0.10350584307178631,0.36619718309859156,0.20848056537102475,0.5014684287812056,0.36521739130434777,0.26086956521739135,0.3538461538461537,0
0.29464285714285715,0.4834710743801653,0.06329113924050633,0.0684931506849315,0.10350584307178631,0.09859154929577464,0.045936395759717315,0.45007342143905904,0.4173913043478261,0.36024844720496896,0.32307692307692304,1
0.26785714285714285,0.42148760330578516,0.10126582278481013,0.0684931506849315,0.10684474123539232,0.19718309859154928,0.07420494699646643,0.48678414096916606,0.4,0.10559006211180127,0.16923076923076918,1
0.26785714285714285,0.4545454545454546,0.2911392405063291,0.08219178082191782,0.12687813021702837,0.22535211267605634,0.31802120141342755,0.45007342143905904,0.4,0.06832298136645962,0.16923076923076918,0
0.26785714285714285,0.47107438016528924,0.27848101265822783,0.0684931506849315,0.12020033388981638,0.23943661971830985,0.31095406360424027,0.4427312775330393,0.39130434782608714,0.06832298136645962,0.16923076923076918,0
0.4464285714285714,0.1652892561983471,0.6835443037974683,0.10958904109589042,0.13689482470784642,0.38028169014084506,0.27208480565371024,0.6116005873715102,0.36521739130434777,0.2795031055900621,0.18461538461538451,0
0.36607142857142866,0.23966942148760328,0.810126582278481,0.08904109589041098,0.13522537562604342,0.11267605633802817,0.127208480565371,0.6262848751835579,0.5913043478260871,0.1801242236024845,0.32307692307692304,0
0.36607142857142866,0.23966942148760328,0.810126582278481,0.08904109589041098,0.13522537562604342,0.11267605633802817,0.127208480565371,0.6262848751835579,0.5913043478260871,0.1801242236024845,0.32307692307692304,0
0.18749999999999997,0.5495867768595042,0.0,0.10273972602739727,0.15358931552587646,0.18309859154929578,0.08480565371024736,0.4794419970631463,0.573913043478261,0.11180124223602489,0.3538461538461537,1
0.17857142857142858,0.5206611570247934,0.15189873417721517,0.07534246575342467,0.12353923205342236,0.15492957746478872,0.26148409893992935,0.42070484581497997,0.4521739130434783,0.09316770186335406,0.26153846153846144,0
0.13392857142857142,0.27272727272727276,0.25316455696202533,0.04794520547945206,0.09515859766277131,0.028169014084507043,0.03180212014134275,0.42070484581497997,0.4782608695652177,0.11801242236024849,0.12307692307692292,0
0.27678571428571425,0.256198347107438,0.8860759493670886,0.0684931506849315,0.7545909849749581,0.29577464788732394,0.21554770318021202,0.5381791483113044,0.2347826086956522,0.5652173913043479,0.15384615384615385,0
0.2410714285714286,0.3140495867768595,0.5949367088607594,0.07534246575342467,0.12353923205342236,0.28169014084507044,0.23674911660777384,0.5088105726872254,0.4347826086956522,0.12422360248447203,0.10769230769230759,0
0.23214285714285712,0.4545454545454546,0.3291139240506329,0.06164383561643836,0.649415692821369,0.2112676056338028,0.15901060070671377,0.5014684287812056,0.2608695652173916,0.47826086956521735,0.15384615384615385,0
0.14285714285714282,0.1487603305785124,0.6075949367088607,0.06164383561643836,0.09515859766277131,0.23943661971830985,0.19434628975265017,0.42804698972099975,0.5043478260869566,0.25465838509316774,0.2923076923076924,1
0.19642857142857145,0.3553719008264463,0.18987341772151897,0.08904109589041098,0.10684474123539232,0.2535211267605634,0.12014134275618374,0.4427312775330393,0.4782608695652177,0.13664596273291924,0.26153846153846144,0
0.3482142857142857,0.30578512396694213,0.35443037974683544,0.0684931506849315,0.1636060100166945,0.2676056338028169,0.45936395759717313,0.5234948604992649,0.06086956521739156,0.9813664596273293,0.23076923076923078,1
0.26785714285714285,0.30578512396694213,0.3291139240506329,0.0684931506849315,0.08347245409015026,0.11267605633802817,0.08833922261484099,0.4794419970631463,0.46086956521739153,0.16770186335403728,0.18461538461538451,0
0.4107142857142858,0.22314049586776863,0.5569620253164557,0.08219178082191782,0.15859766277128548,0.4647887323943662,0.4204946996466431,0.5675477239353917,0.24347826086956545,0.5279503105590062,0.16923076923076918,0
0.20535714285714285,0.4132231404958678,0.10126582278481013,0.06164383561643836,0.10684474123539232,0.09859154929577464,0.0636042402826855,0.5675477239353917,0.5391304347826088,0.09937888198757766,0.09230769230769226,0
0.28571428571428575,0.3305785123966942,0.3291139240506329,0.0684931506849315,0.11185308848080135,0.5774647887323944,0.4734982332155477,0.4647577092510986,0.32173913043478275,0.10559006211180127,0.16923076923076918,0
0.3482142857142857,0.30578512396694213,0.35443037974683544,0.0684931506849315,0.1636060100166945,0.2676056338028169,0.45936395759717313,0.5234948604992649,0.06086956521739156,0.9813664596273293,0.23076923076923078,1
0.3482142857142857,0.30578512396694213,0.36708860759493667,0.07534246575342467,0.1636060100166945,0.2535211267605634,0.44876325088339225,0.5234948604992649,0.06086956521739156,1.0,0.21538461538461545,0
0.26785714285714285,0.30578512396694213,0.3291139240506329,0.0684931506849315,0.08347245409015026,0.11267605633802817,0.08833922261484099,0.4794419970631463,0.46086956521739153,0.16770186335403728,0.18461538461538451,0
0.0,0.39669421487603307,0.21518987341772153,0.0958904109589041,0.07679465776293808,0.22535211267605634,0.35335689045936397,0.22980910425844156,0.8608695652173916,0.14285714285714285,0.6923076923076923,1
0.18749999999999997,0.5413223140495869,0.0,0.14383561643835618,0.15025041736227046,0.09859154929577464,0.06007067137809187,0.4720998531571265,0.5130434782608698,0.11801242236024849,0.3538461538461537,0
0.20535714285714285,0.3140495867768595,0.3164556962025316,0.07534246575342467,0.0968280467445743,0.028169014084507043,0.05653710247349823,0.4574155653450788,0.33913043478260885,0.1614906832298137,0.12307692307692292,0
0.2589285714285714,0.6446280991735538,0.07594936708860758,0.10958904109589042,0.11185308848080135,0.056338028169014086,0.014134275618374558,0.48678414096916606,0.46086956521739153,0.11801242236024849,0.21538461538461545,0
0.30357142857142855,0.35123966942148765,0.22784810126582278,0.0684931506849315,0.11352253756260436,0.16901408450704225,0.10247349823321555,0.5234948604992649,0.38260869565217387,0.13664596273291924,0.09230769230769226,1
0.3214285714285715,0.4049586776859504,0.37974683544303794,0.08219178082191782,0.12020033388981638,0.14084507042253522,0.15547703180212014,0.5234948604992649,0.4695652173913044,0.14906832298136646,0.27692307692307677,1
0.27678571428571425,0.3140495867768595,0.37974683544303794,0.0684931506849315,0.10517529215358933,0.09859154929577464,0.05653710247349823,0.42804698972099975,0.39130434782608714,0.11801242236024849,0.3076923076923077,1
0.30357142857142855,0.35123966942148765,0.22784810126582278,0.0684931506849315,0.11352253756260436,0.16901408450704225,0.10247349823321555,0.5234948604992649,0.38260869565217387,0.13664596273291924,0.09230769230769226,1
0.30357142857142855,0.37603305785123964,0.27848101265822783,0.08219178082191782,0.10851419031719534,0.15492957746478872,0.20848056537102475,0.48678414096916606,0.37391304347826104,0.08695652173913045,0.12307692307692292,0
0.22321428571428573,0.30578512396694213,0.30379746835443033,0.08904109589041098,0.0968280467445743,0.056338028169014086,0.10600706713780919,0.43538913362701953,0.40869565217391324,0.06832298136645962,0.15384615384615385,0
0.30357142857142855,0.37603305785123964,0.27848101265822783,0.08219178082191782,0.10851419031719534,0.15492957746478872,0.20848056537102475,0.48678414096916606,0.37391304347826104,0.08695652173913045,0.12307692307692292,0
0.27678571428571425,0.23966942148760328,0.8607594936708861,0.0547945205479452,0.7595993322203674,0.23943661971830985,0.2226148409893993,0.5308370044052847,0.19130434782608713,0.5838509316770187,0.13846153846153852,0
0.13392857142857142,0.42148760330578516,0.3924050632911392,0.0547945205479452,0.12687813021702837,0.19718309859154928,0.2049469964664311,0.5014684287812056,0.5217391304347827,0.26086956521739135,0.13846153846153852,0
0.29464285714285715,0.1735537190082645,0.6708860759493671,0.10958904109589042,0.1318864774624374,0.23943661971830985,0.26148409893992935,0.5528634361233521,0.44347826086956543,0.26708074534161497,0.18461538461538451,1
0.30357142857142855,0.5495867768595042,0.6582278481012658,0.07534246575342467,0.18363939899833057,0.5070422535211268,0.519434628975265,0.5014684287812056,0.3043478260869566,0.19875776397515527,0.13846153846153852,0
0.27678571428571425,0.3636363636363637,0.24050632911392406,0.06164383561643836,0.15358931552587646,0.15492957746478872,0.14487632508833923,0.4647577092510986,0.2869565217391305,0.3478260869565218,0.16923076923076918,0
0.3303571428571429,0.4132231404958678,0.11392405063291139,0.08904109589041098,0.12020033388981638,0.14084507042253522,0.36042402826855124,0.4647577092510986,0.2521739130434783,0.1801242236024845,0.21538461538461545,0
0.3303571428571429,0.39669421487603307,0.12658227848101267,0.08904109589041098,0.12186978297161939,0.18309859154929578,0.3710247349823322,0.4647577092510986,0.2521739130434783,0.1801242236024845,0.21538461538461545,0
0.48214285714285715,0.15702479338842976,0.5569620253164557,0.0958904109589041,0.11352253756260436,0.29577464788732394,0.1413427561837456,0.6409691629955975,0.4,0.18633540372670812,0.19999999999999984,1
0.27678571428571425,0.3636363636363637,0.24050632911392406,0.06164383561643836,0.15358931552587646,0.15492957746478872,0.14487632508833923,0.4647577092510986,0.2869565217391305,0.3478260869565218,0.16923076923076918,0
0.4196428571428572,0.23140495867768598,0.3924050632911392,0.08904109589041098,0.1302170283806344,0.16901408450704225,0.1978798586572438,0.4794419970631463,0.18260869565217389,0.1614906832298137,0.32307692307692304,1
0.3214285714285715,0.347107438016529,0.35443037974683544,0.0684931506849315,0.10851419031719534,0.14084507042253522,0.12014134275618374,0.5675477239353917,0.46086956521739153,0.14906832298136646,0.2461538461538461,1
0.27678571428571425,0.3636363636363637,0.15189873417721517,0.07534246575342467,0.1168614357262102,0.08450704225352113,0.07773851590106007,0.5088105726872254,0.44347826086956543,0.08074534161490685,0.15384615384615385,1
0.36607142857142866,0.3553719008264463,0.05063291139240506,0.08904109589041098,0.17863105175292154,0.18309859154929578,0.17667844522968199,0.45007342143905904,0.3043478260869566,0.14285714285714285,0.38461538461538464,1
0.20535714285714285,0.47107438016528924,0.10126582278481013,0.06164383561643836,0.14190317195325527,0.29577464788732394,0.29328621908127206,0.42804698972099975,0.4173913043478261,0.10559006211180127,0.12307692307692292,1
0.23214285714285712,0.7851239669421488,0.11392405063291139,0.0547945205479452,0.27712854757929883,0.1267605633802817,0.29328621908127206,0.45007342143905904,0.38260869565217387,0.12422360248447203,0.09230769230769226,0
0.36607142857142866,0.3553719008264463,0.05063291139240506,0.08904109589041098,0.17863105175292154,0.18309859154929578,0.17667844522968199,0.45007342143905904,0.3043478260869566,0.14285714285714285,0.38461538461538464,1
0.23214285714285712,0.4752066115702479,0.0,0.10958904109589042,0.10517529215358933,0.028169014084507043,0.024734982332155476,0.5822320117474312,0.5478260869565221,0.09316770186335406,0.12307692307692292,0
0.29464285714285715,0.48760330578512395,0.0,0.11643835616438358,0.11352253756260436,0.14084507042253522,0.0989399293286219,0.5528634361233521,0.5043478260869566,0.09937888198757766,0.16923076923076918,0
0.27678571428571425,0.3140495867768595,0.21518987341772153,0.04794520547945206,0.1168614357262102,0.28169014084507044,0.3392226148409894,0.43538913362701953,0.46086956521739153,0.06832298136645962,0.16923076923076918,0
0.38392857142857145,0.4132231404958678,0.05063291139240506,0.0684931506849315,0.22370617696160264,0.36619718309859156,0.2968197879858657,0.6116005873715102,0.2608695652173916,0.20496894409937888,0.15384615384615385,0
0.31249999999999994,1.0,0.0,0.0547945205479452,0.11519198664440736,0.028169014084507043,0.02120141342756184,0.4647577092510986,0.5826086956521739,0.07453416149068323,0.38461538461538464,0
0.30357142857142855,1.0,0.0,0.06164383561643836,0.1168614357262102,0.028169014084507043,0.02120141342756184,0.4647577092510986,0.5913043478260871,0.06832298136645962,0.38461538461538464,0
0.29464285714285715,0.3884297520661157,0.20253164556962025,0.06164383561643836,0.08848080133555927,0.028169014084507043,0.0353356890459364,0.45007342143905904,0.4869565217391305,0.34161490683229817,0.32307692307692304,2
0.12499999999999996,0.21487603305785125,0.18987341772151897,0.06164383561643836,0.1001669449081803,0.07042253521126761,0.045936395759717315,0.3986784140969207,0.4869565217391305,0.12422360248447203,0.15384615384615385,0
0.29464285714285715,0.5165289256198348,0.7088607594936709,0.07534246575342467,0.17696160267111855,0.4084507042253521,0.45229681978798586,0.49412628487518584,0.33043478260869596,0.1801242236024845,0.15384615384615385,0
0.08035714285714282,0.3140495867768595,0.11392405063291139,0.0958904109589041,0.061769616026711195,0.22535211267605634,0.3286219081272085,0.26651982378854855,0.6695652173913044,0.1614906832298137,0.7076923076923076,0
0.08035714285714282,0.3140495867768595,0.11392405063291139,0.0958904109589041,0.061769616026711195,0.22535211267605634,0.3286219081272085,0.26651982378854855,0.6695652173913044,0.1614906832298137,0.7076923076923076,0
0.1696428571428571,0.3140495867768595,0.012658227848101266,0.0410958904109589,0.08013355592654424,0.22535211267605634,0.0706713780918728,0.3766519823788532,0.4695652173913044,0.13043478260869565,0.21538461538461545,1
0.28571428571428575,0.7603305785123967,0.06329113924050633,0.08904109589041098,0.12020033388981638,0.16901408450704225,0.0812720848056537,0.42804698972099975,0.31304347826086987,0.11180124223602489,0.23076923076923078,1
0.3303571428571429,0.5165289256198348,0.13924050632911392,0.0684931506849315,0.1302170283806344,0.2112676056338028,0.20141342756183744,0.4720998531571265,0.2869565217391305,0.2795031055900621,0.18461538461538451,0
0.3214285714285715,0.4917355371900826,0.18987341772151897,0.06164383561643836,0.1285475792988314,0.1267605633802817,0.1625441696113074,0.49412628487518584,0.32173913043478275,0.24844720496894412,0.16923076923076918,0
0.22321428571428573,0.24380165289256198,0.45569620253164556,0.07534246575342467,0.11519198664440736,0.16901408450704225,0.13780918727915195,0.5234948604992649,0.5391304347826088,0.16770186335403728,0.12307692307692292,0
0.27678571428571425,0.3636363636363637,0.24050632911392406,0.08219178082191782,0.11519198664440736,0.19718309859154928,0.3498233215547703,0.45007342143905904,0.40869565217391324,0.10559006211180127,0.16923076923076918,0
0.27678571428571425,0.3636363636363637,0.24050632911392406,0.07534246575342467,0.11519198664440736,0.22535211267605634,0.36042402826855124,0.45007342143905904,0.4,0.10559006211180127,0.16923076923076918,0
0.3303571428571429,0.5165289256198348,0.13924050632911392,0.0684931506849315,0.1302170283806344,0.2112676056338028,0.20141342756183744,0.4720998531571265,0.2869565217391305,0.2795031055900621,0.18461538461538451,0
0.3214285714285715,0.4917355371900826,0.18987341772151897,0.06164383561643836,0.1285475792988314,0.1267605633802817,0.1625441696113074,0.49412628487518584,0.32173913043478275,0.24844720496894412,0.16923076923076918,0
0.044642857142857144,0.18181818181818185,0.0,0.06164383561643836,0.0634390651085142,0.36619718309859156,0.20141342756183744,0.11233480176211712,0.7130434782608699,0.26086956521739135,0.8615384615384615,1
0.14285714285714282,0.22314049586776863,0.10126582278481013,0.0547945205479452,0.09015025041736228,0.028169014084507043,0.04946996466431095,0.3913362701908928,0.4173913043478261,0.13043478260869565,0.15384615384615385,0
0.044642857142857144,0.18181818181818185,0.0,0.06164383561643836,0.0634390651085142,0.36619718309859156,0.20141342756183744,0.11233480176211712,0.7130434782608699,0.26086956521739135,0.8615384615384615,1
0.30357142857142855,0.4545454545454546,0.6962025316455697,0.06164383561643836,0.17529215358931535,0.43661971830985913,0.47703180212014135,0.49412628487518584,0.2695652173913044,0.15527950310559008,0.15384615384615385,0
